ID;Premise_Name;Premise_Address1;Premise_Address2;Premise_City;Premise_State;Premise_Zip;Premise_Phone;Hours_Of_Operation;Opening_Date;Closing_Date;Seats;Water;Sewage;Insp_Freq;Est_Group_Desc;Risk;Smoking_Allowed;Type_Description;Rpt_Area_Desc;Status;Transitional_Type_Desc;geolocation
155977;BAYMONT INN AND SUITES;3710 HILLSBOROUGH RD;;DURHAM;NC;27705;(919) 382-3388;daytime swimming only;2014-04-30;;;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;53 - Year-Round Swimming Pool;Swimming Pools;ACTIVE;N/A;36.02501, -78.956104
156089;HEAVENLY SMOKE;4139 DURHAM CHAPEL HILL BLVD;;DURHAM;NC;27707;(919) 257-7074;;2014-07-21;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;35.9679368, -78.9605393
155412;ST. MARK SUMMER CAMP;531 S. ROXBORO ST;;DURHAM;NC;27701;(919) 688-2092;;2014-06-16;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;NO;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.988351, -78.901345
155900;LIFE ENRICHMENT;2014 ATHENS ST;;DURHAM;NC;27707;;;2014-07-09;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.9633663, -78.8862447
152612;TJ'S KITCHEN;1408 CHRISTIAN AVE #3 SOPHISTICATED CATERING INC;;DURHAM;NC;27705;(919) 673-7188;;2014-02-04;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;36.0237073, -78.95042
152680;MOE'S SOUTHWEST GRILL;359 BLACKWELL STREET SUITE 115;;DURHAM;NC;27701;(919) 345-3761;;2014-02-12;;80;5 - Municipal/Community;3 - Municipal/Community;3;;3;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9929477, -78.904309
122061;PENDLETOWN TOWNHOMES;314 SOUTH WOODCREST ST.;;DURHAM;NC;27703;(919) 884-5435;09:00 am-10:00 am 12:30 pm-01:30 pm;2013-06-17;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;NO;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.9802746, -78.8504884
122040;FALLS POINTE AT THE PARKS;100 CASCADE FALLS LANE;;DURHAM;NC;27713;(919) 806-5400;08:00 am-09:00 am 12:00 pm-01:00 pm;2013-06-17;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;NO;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.8843394, -78.886969
165892;PORCHETTA;6910 FAYETTEVILLE ROAD SUITE 232;;DURHAM;NC;27713;(919) 607-7419;;2015-05-20;;;5 - Municipal/Community;3 - Municipal/Community;4;;4;N/A;2 - Food Stands;Food Service;ACTIVE;FOOD;35.9034513, -78.9431065
166211;ALAKSHA'S CUSTOM CATERING;1101 W CHAPEL HILL ST;;DURHAM;NC;27701;(919) 606-4285;;2015-06-10;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;2 - Food Stands;Food Service;ACTIVE;FOOD;35.9965963, -78.9158568
167184;DURHAM YOUTH ALLIANCE;1313 HALLEY ST.;;DURHAM;NC;27707;;;2015-07-22;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.9894382, -78.9197264
168040;MAMA VOULA'S;308 S DRIVER STREET;;DURHAM;NC;27703;(757) 784-3528;;2015-08-31;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;35.9825874, -78.8779264
59150;NCCU;1801 FAYETTEVILLE ST;;DURHAM;NC;27707;;;1996-04-02;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;53 - Year-Round Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9747369, -78.8981013
59153;RADISSON GOVERNORS INN;HWY 54 AT DAVIS DR;;RTP;NC;27709;;;1998-03-12;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;53 - Year-Round Swimming Pool;Swimming Pools;ACTIVE;N/A;35.8909434, -78.8620262
59183;BELMONT APTS;1000 MCQUEEN DR;;DURHAM;NC;27705;;;1998-07-08;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;53 - Year-Round Swimming Pool;Swimming Pools;ACTIVE;N/A;36.0108609, -78.9476379
55470;BISCUITVILLE - 149;3203 N. ROXBORO ROAD;;DURHAM;NC;27704;(919) 220-1090;;1990-07-01;;52;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0563119, -78.9033258
55586;ITALIAN PIZZERIA;3823 GUESS RD;;DURHAM;NC;27705;(919) 471-0664;;1990-07-01;;140;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;36.059598, -78.9289877
55642;NEO CHINA;4015 UNIVERSITY DRIVE;;DURHAM;NC;27707;(919) 489-2828;;1990-07-01;;135;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9647235, -78.9562786
56190;IBM CAFETERIA  500;4205 MIAMI BLVD;;RTP;NC;27709;(919) 490-2964;;1996-04-24;;400;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9042842, -78.850193
56324;CRACKER BARREL  345;3706 HILLSBOROUGH RD;;DURHAM;NC;27705;(919) 309-2888;;1998-01-15;;120;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0244868, -78.9552606
56460;CHINA BUFFET;3720 MAYFAIR ST;;DURHAM;NC;27707;(919) 403-7878;;1999-08-13;;110;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9689849, -78.9517451
56627;CHINA KING;1821 HILLANDALE RD;;DURHAM;NC;27705;(919) 382-8000;;2002-10-24;;32;5 - Municipal/Community;3 - Municipal/Community;4;Fast Food Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.03167, -78.9365294
56642;KFC/TACO BELL;1804 S MIAMI BLVD;;DURHAM;NC;27703;;;2001-11-29;;76;5 - Municipal/Community;3 - Municipal/Community;3;Fast Food Restaurant;3;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9455185, -78.8385497
56677;CAPTAIN D S;2307 NC HWY 54;;DURHAM;NC;27713;(919) 361-2110;;2002-04-29;;100;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9013398, -78.8904008
56761;AMANTE PIZZA;3825 S ROXBORO ST;SUITE 135;DURHAM;NC;27713;(919) 572-2345;;2003-05-15;;40;5 - Municipal/Community;3 - Municipal/Community;3;Fast Food Restaurant;3;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9487424, -78.921455
56849;DRAGON GATE;2000 CHAPEL HILL ROAD;;DURHAM;NC;27707;(919) 416-9000;;2001-03-08;;27;5 - Municipal/Community;3 - Municipal/Community;4;;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9874738, -78.9279668
56958;I LOVE NY PIZZA;5428 NEW HOPE COMMONS;;DURHAM;NC;27707;(919) 401-4224;;2005-05-17;;48;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9559996, -78.9964957
56977;TYLER'S RESTAURANT AND TAPROOM;324 BLACKWELL STREET;;DURHAM;NC;27701;(919) 433-0345;;2005-08-16;;200;5 - Municipal/Community;3 - Municipal/Community;4;Fast Food Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9936461, -78.9051667
56987;MT FUJI SUSHI AND BAR;905 W MAIN ST SUITE 21B;;DURHAM;NC;27701;(919) 680-4968;;2005-10-20;;96;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9998819, -78.910101
56991;SUPER TARGET DELI 2069;8210 RENAISSANCE PARKWAY;;DURHAM;NC;27713;(919) 490-1326;;2005-10-20;;28;5 - Municipal/Community;3 - Municipal/Community;3;Deli Department;3;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9026718, -78.956667
57087;CHINA KITCHEN;2121 ALEXANDER;;MORRISVILLE;NC;27560;(919) 957-9700;;2007-02-09;;20;5 - Municipal/Community;3 - Municipal/Community;4;;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9205016, -78.8108783
57133;JOE VAN GOGH;1104 BROAD ST;;DURHAM;NC;27705;;;2007-07-12;;20;5 - Municipal/Community;3 - Municipal/Community;1;;1;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.015767, -78.9189648
57135;BLU SEAFOOD AND BAR;2002 HILLSBOROUGH RD;;DURHAM;NC;27705;(919) 286-9777;;2007-08-23;;90;5 - Municipal/Community;3 - Municipal/Community;3;Full-Service Restaurant;3;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0106484, -78.9225822
57181;LA FONDITA;2000 AVONDALE DRIVE SUITE D;;DURHAM;NC;27704;;;2008-03-19;;45;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0165379, -78.8849457
57548;PAPA JOHN  PIZZA  1626;3600 N DUKE STREET;;DURHAM;NC;27704;(919) 620-7575;;1998-02-16;;0;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;2 - Food Stands;Food Service;ACTIVE;FOOD;36.0495727, -78.9046188
58104;OAK GROVE SCHOOL LUNCHROOM;3810 WAKE FOREST HIGHWAY;;DURHAM;NC;27703;(919) 560-3960;;1993-05-25;;0;5 - Municipal/Community;3 - Municipal/Community;4;Elementary School;4;N/A;11 - Public School Lunch;Food Service;ACTIVE;FOOD;35.979946, -78.819459
87069;YO DURHAM 1;411 W CHAPEL HILL ST;;DURHAM;NC;27701;(919) 688-2036;09:00 am-10:00 am 12:00 pm-01:00 pm;2011-07-05;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.9963747, -78.9082411
87059;MERRICK MOORE;2325 CHEEK RD;;DURHAM;NC;27704;(919) 560-3952;;2011-07-07;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;36.0055656, -78.8522192
162192;INDULGE CATERING;1101 W CHAPEL HILL ST;;DURHAM;NC;27701;(919) 973-3069;;2015-01-21;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;2 - Food Stands;Food Service;ACTIVE;FOOD;35.9965963, -78.9158568
81078;WAFFLE HOUSE 844;112 E HWY. 54;;DURHAM;NC;27713;(919) 484-7337;;2010-06-16;;40;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9108485, -78.9350913
85338;HILTON GARDEN INN RTP;4620 S. MIAMI BLVD.;;DURHAM;NC;27703;(919) 596-7537;;2011-02-16;;98;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.8930331, -78.8488938
86489;LEVIN JEWISH COMMUNITY CENTER;1937 W CORNWALLIS RD;;DURHAM;NC;27705;(919) 354-4936;;2011-06-02;;;5 - Municipal/Community;3 - Municipal/Community;2;Full-Service Restaurant;2;NO;2 - Food Stands;Food Service;ACTIVE;FOOD;35.9793571, -78.9555614
56002;MARDI GRAS SNACK BAR (THE);6118 FARRINGTON RD;;CHAPEL HILL;NC;27517;(919) 489-2669;;1993-12-14;;18;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9108187, -78.9836924
57125;BACKYARD BARBQUE PITT;5122 NC HWY 55;;DURHAM;NC;27713;(919) 544-9911;;2007-06-19;;70;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.894056, -78.8976983
57148;WATTS STREET GROCERY;1116 BROAD STREET;;DURHAM;NC;27705;(919) 416-5040;;2007-10-18;;100;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0165048, -78.9188744
57118;TAQUERIA EVA Y GABY;401 E LAKEWOOD AVE;;DURHAM;NC;27707;(919) 680-4282;;2007-04-30;;16;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9882332, -78.9000237
57128;THE NEW BYRDS BBQ AND CHICKEN;2816 CHEEK ROAD;;DURHAM;NC;27704;(919) 530-1839;;2005-03-08;;24;5 - Municipal/Community;4 - On-Site System;4;;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0062115, -78.8404463
57623;FOOD LION LLC DELI    #1099;2930 W MAIN ST;;DURHAM;NC;27705;(919) 286-0400;;1993-02-25;;0;5 - Municipal/Community;3 - Municipal/Community;3;Deli Department;3;NO;2 - Food Stands;Food Service;ACTIVE;FOOD;36.0143674, -78.9340232
57799;LA VAQUITA  #1;2700 CHAPEL HILL RD;;DURHAM;NC;27707;(919) 402-0209;;2006-07-19;;0;5 - Municipal/Community;3 - Municipal/Community;4;Fast Food Restaurant;4;NO;2 - Food Stands;Food Service;ACTIVE;FOOD;35.976887, -78.9364001
58901;CAMERON GREEN APTS;4512 EMERALD FOREST DRIVE;;DURHAM;NC;27713;;;1994-07-07;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9039037, -78.9053086
58906;QUALITY INN AND SUITES;3710 HILLSBOROUGH;;DURHAM;NC;27705;;;1994-07-18;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;36.02501, -78.956104
58889;DUKE MANOR APARTMENTS;311 S LASALLE ST;;DURHAM;NC;27705;;;1994-07-22;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;36.014878, -78.9465644
166225;CHOPSTICKS;1058 W CLUB BLVD ST 568;;DURHAM;NC;27701;(917) 660-6368;;2015-06-09;;;5 - Municipal/Community;3 - Municipal/Community;4;Fast Food Restaurant;4;N/A;2 - Food Stands;Food Service;ACTIVE;FOOD;36.018111, -78.9102149
166815;DHA CORNWALLIS RD. LEARNING CENTER;3020 CORNWALLIS RD. BLDG. 17;;DURHAM;NC;27701;;;2015-07-06;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.9937555, -78.973315
167188;EMILY K;904 CHAPEL HILL ST.;;DURHAM;NC;27701;;;2015-07-22;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.9968661, -78.9143673
167204;HOOPIN EAGLES CAMP;3707 GARRETT RD.;;DURHAM;NC;27707;;;2015-07-23;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.9727825, -78.9738531
167755;LUNA ROTISSERIE AND EMPANADAS;112 W MAIN ST;;DURHAM;NC;27701;(984) 439-8702;;2015-08-19;;60;5 - Municipal/Community;3 - Municipal/Community;4;;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9955175, -78.9008097
167828;DURHAM BULLS ATHLETIC PARK CART #1;409 BLACKWELL STREET;;DURHAM;NC;27701;(919) 687-6920;;2015-08-20;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;4 - Push Carts;Mobile Food;ACTIVE;FOOD;35.991585, -78.904016
154137;SALSABANERO FRESH MEXICAN GRILL;821 N MIAMI BLVD;;DURHAM;NC;27703;(919) 744-0826;;2014-05-01;;42;5 - Municipal/Community;3 - Municipal/Community;3;Fast Food Restaurant;3;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.990345, -78.8675109
154707;SUCCESSFUL START EARLY LEARNING CENTER INC;1612 CARPENTER FLETCHER RD;;DURHAM;NC;27713;(919) 973-2253;;2014-03-19;;;5 - Municipal/Community;3 - Municipal/Community;2;;0;NO;42 - Child Care;Day Care;ACTIVE;N/A;35.9149109, -78.890221
57710;COOK OUT MIAMI BLVD  21;1540 S MIAMI BLVD;;DURHAM;NC;27703;(866) 547-0011;;2003-03-03;;0;5 - Municipal/Community;3 - Municipal/Community;3;Fast Food Restaurant;3;N/A;2 - Food Stands;Food Service;ACTIVE;FOOD;35.9508899, -78.838898
58576;CREATIVE SCHOOL AT DAVIS PARK;4523 HOPSON RD;;MORRISVILLE;NC;27561;(919) 474-9306;;1997-07-16;;150;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;42 - Child Care;Day Care;ACTIVE;N/A;35.8777737, -78.8587516
58116;CREEKSIDE ELEMENTARY;5321 EPHESUS CHURCH ROAD;;DURHAM;NC;27707;(919) 560-3919;;2005-01-26;;0;5 - Municipal/Community;3 - Municipal/Community;4;Elementary School;4;N/A;11 - Public School Lunch;Food Service;ACTIVE;FOOD;35.9278812, -78.9937316
58328;FOOD LION 1343 MEAT MARKET;2000 CHAPEL HILL ROAD;;DURHAM;NC;27707;(919) 402-0190;;2000-07-31;;0;5 - Municipal/Community;3 - Municipal/Community;3;;3;NO;30 - Meat Market;Food Service;ACTIVE;FOOD;35.9874738, -78.9279668
57183;BRUEGGERS BAGELS # 200;1831 MARTIN LUTHER KING PKWY;;DURHAM;NC;27707;(919) 401-3700;;2008-04-18;;72;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9598116, -78.9598917
58244;BUDGET INN;2101 HOLLOWAY ST;;DURHAM;NC;27703;(919) 682-5100;;1996-08-07;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;20 - Lodging;Lodging;ACTIVE;LODGING;35.9920277, -78.8639148
58767;JOHN W NEAL MIDDLE;201 BAPTIST RD;;DURHAM;NC;27703;(919) 560-3955;;1995-03-20;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;44 - School Building;School Buildings;ACTIVE;N/A;35.9784469, -78.7825681
56844;JERSEY MIKE'S;3600 N DUKE ST;;DURHAM;NC;27704;(919) 620-7808;;2004-03-23;;60;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0495727, -78.9046188
56817;PUPUSERIA AND TAQUERIA ORELLANA;5300 N ROXBORO RD;;DURHAM;NC;27712;(919) 471-3299;;2003-11-17;;32;5 - Municipal/Community;3 - Municipal/Community;4;;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;36.0777866, -78.9095694
85092;MICAH FRAZIER OFF THE CHAIN;2128 ANGIER;M&M MINI MART;DURHAM;NC;27704;(919) 808-8769;;2011-01-05;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;4 - Push Carts;Mobile Food;ACTIVE;FOOD;35.9815474, -78.8763998
84225;WALMART DELI 2137;5450 NEW HOPE COMMONS DRIVE;;DURHAM;NC;27707;(919) 489-4412;;2010-10-06;;;5 - Municipal/Community;3 - Municipal/Community;2;Deli Department;2;NO;2 - Food Stands;Food Service;ACTIVE;FOOD;35.954954, -78.999088
84664;UNIVERSITY APARTMENTS;1500 DUKE UNIVERSITY ROAD;;DURHAM;NC;27701;;;2010-09-01;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9972603, -78.9222143
56908;GUGLHUPF CAFE;2706 CHAPEL HILL BLVD;;DURHAM;NC;27707;(919) 401-2600;;2004-10-20;;180;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9744015, -78.9322914
56907;HONG KONG;4711 HOPE VALLEY RD;;DURHAM;NC;27707;(919) 688-9462;;2004-10-20;;14;5 - Municipal/Community;3 - Municipal/Community;4;Fast Food Restaurant;4;NO;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9207272, -78.9573299
58780;SOUTHWEST ELEM SCHOOL;2320 COOK RD;;DURHAM;NC;27713;(919) 560-3972;;1994-11-15;;0;5 - Municipal/Community;3 - Municipal/Community;1;Elementary School;0;N/A;44 - School Building;School Buildings;ACTIVE;N/A;35.9285504, -78.9237549
58877;COLONY PARK HOA;2503 TANGLEWOOD ROAD;;DURHAM;NC;27705;;;1994-07-20;;0;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;50 - Seasonal Swimming Pool;Swimming Pools;ACTIVE;N/A;35.980179, -78.96408
155401;OPERATION BREAKTHROUGH / DHS MAIN SEMINARY;215 SEMINARY ST;;DURHAM;NC;27701;(919) 663-8596;;2014-06-23;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;NO;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.998907, -78.9003024
173383;QUESO MONSTER;2100 ANGIER AVE JOE’S DINER;;DURHAM;NC;27703;(919) 699-3319;;2016-04-21;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;35.9819333, -78.8777813
173677;THAI 55;4716 HWY 55;;DURHAM;NC;27713;(919) 748-3051;;2016-05-02;;49;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9014889, -78.8963995
173949;SABOR SOBRE RUEDAS;2104 ANGIER AVE JOE’S COMMISSARY;;DURHAM;NC;27703;(919) 333-4969;;2016-05-16;;;5 - Municipal/Community;3 - Municipal/Community;2;;2;N/A;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;35.9819333, -78.8777813
174032;HUNGRY ROLLER;4310 S MIAMI BLVD;;DURHAM;NC;27703;(919) 279-0730;;2016-05-19;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;35.8987439, -78.8503645
174180;THE TOT SPOT;607 ELLIS ROAD;;DURHAM;NC;27704;(540) 207-0133;;2016-05-25;;;5 - Municipal/Community;3 - Municipal/Community;2;;2;N/A;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;35.9708359, -78.8668419
174318;MOTHERS AND SONS;107 WEST CHAPEL HILL STREET;;DURHAM;NC;27701;(919) 294-8247;;2016-06-01;;75;5 - Municipal/Community;3 - Municipal/Community;4;Full-Service Restaurant;4;N/A;1 - Restaurant;Food Service;ACTIVE;FOOD;35.9967505, -78.9046631
174648;WORLD EMPOWERMENT CHURCH KIDZ ZONE;2403 LEDNUM;;DURHAM;NC;27705;;;2016-06-20;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;36.0281519, -78.9100713
177884;HOME 2 SUITES BY HILTON;3305 WATKINS ROAD;;DURHAM;NC;27707;(919) 680-9000;;2016-06-29;;103;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;20 - Lodging;Lodging;ACTIVE;LODGING;35.953428, -78.990848
178061;TATTOO ASYLUM;4422 N ROXBORO ST;;DURHAM;NC;27704;(919) 906-6154;;2016-07-08;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;NO;61 - Tattoo Artists;Tattoo Establishments;ACTIVE;N/A;36.0563096, -78.9027285
178126;BULL CITY HEAT;1230 AVONDALE DR;;DURHAM;NC;27703;;;2016-06-13;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;36.004934, -78.883317
178230;LAS GRINGAS;4310 S MIAMI BLVD THE HOUSE;;DURHAM;NC;27703;(919) 924-5902;;2016-07-18;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;35.8987439, -78.8503645
178285;THE SANCTUARY OUTREACH MINISTRY;2619 ASHE ST.;;DURHAM;NC;27703;;;2016-07-01;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.981908, -78.869807
179306;SAN PABLITO 2;902 FAYETTEVILLE STREET;;DURHAM;NC;27701;(919) 824-1140;;2016-08-22;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;N/A;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;35.9850752, -78.8984624
180464;DUKE CONCESSIONS SERVICE LEVEL;WALLACE WADE STADIUM;;DURHAM;NC;27708;(919) 697-0950;;2016-09-29;;5;5 - Municipal/Community;3 - Municipal/Community;2;;2;N/A;6 - Edu. Food Service;Food Service;ACTIVE;FOOD;35.9953688, -78.9417564
57756;KROGER 337;5116 ROXBORO RD;;DURHAM;NC;27712;(919) 471-6263;;2004-06-15;;0;5 - Municipal/Community;3 - Municipal/Community;3;Produce Department and Salad Bar;3;NO;2 - Food Stands;Food Service;ACTIVE;FOOD;36.0689173, -78.9077152
57682;VILLA PIZZA;6910 FAYETTEVILLE ROAD;;DURHAM;NC;27713;(919) 361-0434;;2002-04-29;;0;5 - Municipal/Community;3 - Municipal/Community;4;Fast Food Restaurant;4;N/A;2 - Food Stands;Food Service;ACTIVE;FOOD;35.903599, -78.941906
59177;PARC AT UNIVERSITY TOWER;20 MORCROFT LANE;;DURHAM;NC;27705;(919) 419-9895;;1999-04-21;;0;5 - Municipal/Community;3 - Municipal/Community;2;;0;N/A;53 - Year-Round Swimming Pool;Swimming Pools;ACTIVE;N/A;35.9725938, -78.9560389
99093;TATER BREAD CAFE;1108 MORNING GLORY;;DURHAM;NC;27701;(919) 730-5048;Mon - Sat 5 am to 2 pm;2012-03-14;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;2 - Food Stands;Food Service;ACTIVE;FOOD;35.9883995, -78.887889
100319;CAMP HOPE HORIZONS;401 E LAKEWOOD AVE;;DURHAM;NC;27707;(919) 399-4479;08:30 am-10:00 am 11:30 am-01:00 pm;2012-06-25;;;5 - Municipal/Community;3 - Municipal/Community;1;;0;N/A;72 - Summer Feeding Program;Summer Food;ACTIVE;N/A;35.9882332, -78.9000237
100235;PORCHETTA MFU AND CATERING;2100 ANGIER AVE JOE’S DINER;;DURHAM;NC;27703;(919) 727-6750;;2012-06-11;;;5 - Municipal/Community;3 - Municipal/Community;2;Fast Food Restaurant;2;NO;3 - Mobile Food;Mobile Food;ACTIVE;FOOD;35.9819333, -78.8777813
