OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
805,04092016270,"DOHERTY'S IRISH PUB &amp; RESTAURANT",1979 HIGH HOUSE RD ,,CARY,NC,27519,(919) 388-9930,2012-10-01T00:00:00.000Z,Restaurant,5903,-78.84865444,35.78921622,M
806,04092021936,CIRCLE K #3146,1720  N MAIN ST ,,FUQUAY VARINA,NC,27526,,2016-02-25T00:00:00.000Z,Food Stand,5910,-78.75810908,35.59678082,M
807,04092300173,Food Lion #727 Meat Market ,900 NE MAYNARD RD ,,CARY,NC,27513-4163,(919) 460-6274,2002-06-18T00:00:00.000Z,Meat Market,5911,-78.7683811,35.80043605,M
811,04092110085,Lynn Road Elem. Cafeteria,1601 LYNN RD ,,RALEIGH,NC,27612-6820,(919) 870-4097,1991-09-17T00:00:00.000Z,Public School Lunchrooms,5964,-78.66786984,35.87032502,M
808,04092300176,Food Lion #816 Meat Market,2861 JONES FRANKLIN RD ,,RALEIGH,NC,27606-4346,(919) 233-9708,2000-07-01T00:00:00.000Z,Meat Market,5912,-78.73773278,35.74361773,M
809,04092300178,Food Lion #723 Meat Market ,7053 Us 64 Hwy E,,KNIGHTDALE,NC,27545-8800,(919) 266-5164,2000-07-01T00:00:00.000Z,Meat Market,5913,0,0,U
810,04092013670,Cracker Barrel #461,955 AIRPORT BLVD,,MORRISVILLE,NC,27560-9194,(919) 463-9222,2002-10-01T00:00:00.000Z,Restaurant,5922,-78.82292274,35.85849879,M
812,04092016089,OVER THE FALLS,419 S BROOKS ST ,,WAKE FOREST,NC,27587,(919) 570-8588,2012-01-20T00:00:00.000Z,Restaurant,5975,-78.50875815,35.97418867,M
813,04092016096,SHEETZ #481,505 WENDELL  BLVD ,,WENDELL,NC,27591,(919) 365-9032,2012-01-30T00:00:00.000Z,Restaurant,5976,-78.42070654,35.80408982,M
814,04092015319,WANG`S BISTRO,877-405 E GANNON AVE ,,ZEBULON,NC,27597,(919) 269-9788,2009-01-06T00:00:00.000Z,Restaurant,5987,-78.3335351,35.8212246,T
815,04092016150,DAIRY QUEEN ORANGE JULIUS,8321 BRIER CREEK PKY ,STE 101,RALEIGH,NC,27617,(919) 484-2230,2012-05-04T00:00:00.000Z,Restaurant,5988,-78.78334742,35.90685073,M
816,04092017160,SUSHI SIAM,928 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 263-8241,2016-02-19T00:00:00.000Z,Restaurant,5998,-78.49517848,35.9673291,M
817,04092017169,THE PROVINCIAL,119 N SALEM ST ,,APEX,NC,27502,(919) 372-5921,2016-03-02T00:00:00.000Z,Restaurant,5999,-78.85138015,35.73144129,M
818,04092017183,B. GOOD,555-110 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 803-3223,2016-03-15T00:00:00.000Z,Restaurant,6000,-78.63942323,35.7729602,M
819,04092021958,GARNER RECREATIONAL PARK CONCESSION,221 E GARNER RD ,,GARNER,NC,27529,,2016-04-08T00:00:00.000Z,Food Stand,6004,-78.60280934,35.70944357,M
820,04092110137,Apex Elementary Cafeteria,700 Tingen Rd ,,APEX,NC,27502,(919) 387-2150,2003-08-06T00:00:00.000Z,Public School Lunchrooms,6007,-78.85703339,35.720967,M
821,04092013879,Golden China - Zebulon,182 Wakelon Dr,,ZEBULON,NC,27597,(919) 269-4070,2003-08-18T00:00:00.000Z,Restaurant,6009,-78.31858381,35.83228812,M
822,04092030318,THE TOMATITO (WCID #375),4410 CRAFTSMAN DR ,,RALEIGH,NC,27609,(919) 717-4138,2016-11-30T00:00:00.000Z,Mobile Food Units,6011,-78.60627168,35.83926548,M
823,04092017480,BREW N QUE,2045 CREEKSIDE LANDING DR ,,APEX,NC,27502,(919) 924-9295,2016-11-23T00:00:00.000Z,Restaurant,6012,-78.88668196,35.74520681,M
824,04092015027,Poole`s Diner,426  S McDowell ST ,,RALEIGH,NC,27607,(919) 832-4477,2007-12-11T00:00:00.000Z,Restaurant,6024,-78.64230399,35.77471765,M
825,04092021951,KANGAROO EXPRESS #2723098,4302 WAKE FOREST RD ,,RALEIGH,NC,27609,(919) 878-0864,2016-03-18T00:00:00.000Z,Food Stand,6029,-78.61109294,35.83928791,M
826,04092013761,Harris Teeter #257 Deli,2080 Kildaire Farm Rd ,,CARY,NC,27511,(919) 233-9483,2003-01-17T00:00:00.000Z,Restaurant,6030,-78.78068706,35.73567462,M
827,04092021185,LA TAPATIA BUTCHER SHOP & SNACK BAR,1700 St. Albans Dr,,RALEIGH,NC,27609,(919) 954-4816,2003-04-08T00:00:00.000Z,Food Stand,6034,-78.61051607,35.83290447,M
831,04092016950,JUICEKEYS,5011-B FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 980-5443,2015-06-11T00:00:00.000Z,Restaurant,6042,-78.61476944,35.84934215,M
828,04092300269,SAVE A LOT #45039 MEAT MARKET,1610 MARTIN LUTHER KING BLVD.,,RALEIGH,NC,27610,(919) 250-0296,2015-03-31T00:00:00.000Z,Meat Market,6036,-78.61325572,35.76894717,M
829,04092016912,"Cappolla's Pizza &amp; Grill",2462 Walnut ST ,,CARY,NC,27518,(919) 854-7777,2015-04-30T00:00:00.000Z,Restaurant,6038,-78.74427315,35.75323584,M
830,04092016940,GOOEY'S AMERICAN GRILLE,950 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 562-0020,2015-05-27T00:00:00.000Z,Restaurant,6040,-78.49517848,35.9673291,M
832,04092013899,Little Caesars,1320 N Main ST ,,FUQUAY VARINA,NC,27526,(919) 552-8688,2003-09-10T00:00:00.000Z,Restaurant,6053,-78.77767412,35.59054043,M
833,04092013906,Chick-Fil-A #01488,220 Shenstone Blv ,,GARNER,NC,27529,(919) 329-0275,2003-09-26T00:00:00.000Z,Restaurant,6054,-78.58261702,35.69212111,M
834,04092013971,Mac`s Tavern,1014 Ryan Rd,,CARY,NC,27511,(919) 467-4114,2004-01-09T00:00:00.000Z,Restaurant,6057,-78.76677132,35.77674815,M
835,04092013994,Beansprout Chinese Restaurant,3721 Hillsborough St ,,RALEIGH,NC,27607,(919) 755-0554,2004-02-23T00:00:00.000Z,Restaurant,6059,-78.68759244,35.79393832,M
836,04092300105,Kroger #342 Meat Market ,1273 NW MAYNARD RD ,,CARY,NC,27513-8726,(919) 380-9955,1996-07-17T00:00:00.000Z,Meat Market,6060,-78.81193845,35.78534681,M
837,04092110496,ROLESVILLE MIDDLE SCHOOL CAFE,4700 BURLINGTON MILLS RD ,,ROLESVILLE,NC,27571,(919) 570-2260,2012-03-07T00:00:00.000Z,Public School Lunchrooms,6061,-78.48080273,35.9142912,M
838,04092016594,SMITHFIELD'S CHICKEN'N BAR-B-Q,7304 KNIGHTDALE  BLVD ,,KNIGHTDALE,NC,27545,(919) 865-1905,2014-01-06T00:00:00.000Z,Restaurant,6062,-78.48480969,35.79790458,M
839,04092016548,GARIBALDI TRATTORIA PIZZA E PASTA,900 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 552-8865,2014-06-13T00:00:00.000Z,Restaurant,6064,-78.78690994,35.59111677,M
840,04092014673,Bosphorus Restaurant,329 N Harrison AVE ,,CARY,NC,27513,(919) 460-1300,2006-09-06T00:00:00.000Z,Restaurant,6069,-78.78374109,35.78994545,M
841,04092021398,Harris Teeter #138 Deli,98 Cornerstone DR ,,CARY,NC,27519,(919) 467-1259,2006-09-05T00:00:00.000Z,Food Stand,6070,-78.85187583,35.79044843,M
842,04092014687,Jumbo China,13200-121 New Falls of Neuse RD ,,RALEIGH,NC,27614,(919) 861-8858,2006-08-03T00:00:00.000Z,Restaurant,6072,0,0,U
843,04092021638,EDIBLE ARRANGEMENTS #391,944 GATEWAY COMMONS  CIR ,,WAKE FOREST,NC,27587,(919) 374-2960,2011-01-07T00:00:00.000Z,Food Stand,6073,-78.49517848,35.9673291,M
844,04092021703,"S &amp; S HALAL MEAT",3735 DAVIS DR ,STE 101,MORRISVILLE,NC,27560,(919) 655-4444,2012-03-20T00:00:00.000Z,Food Stand,6078,-78.85587925,35.8337549,M
845,04092011804,Taco Bell of Knightdale,7036 Us 64 E,,KNIGHTDALE,NC,27545-8800,(919) 217-9524,1996-01-03T00:00:00.000Z,Restaurant,6087,0,0,U
846,04092011723,Korner Cafe Food Court,4420 LAKE BOONE TRL,,RALEIGH,NC,27607-7505,(919) 784-3401,1995-08-23T00:00:00.000Z,Restaurant,6090,-78.70241996,35.81817245,M
847,04092016891,DUNKIN' DONUTS #348417,3817 WESTERN BLVD ,,RALEIGH,NC,27606,(919) 858-6501,2015-04-08T00:00:00.000Z,Restaurant,6105,-78.68893912,35.78436912,M
851,04092016571,CHINA BEST,632  HOLLY SPRINGS RD ,,HOLLY SPRINGS,NC,27540,(919) 577-0888,2013-11-27T00:00:00.000Z,Restaurant,6155,-78.82480349,35.65381034,M
848,04092030166,Pupusas Y Tacos Marina (WCID #172),7000 Destiny DR ,,RALEIGH,NC,27604,(919) 616-1519,2007-03-14T00:00:00.000Z,Mobile Food Units,6110,-78.53215906,35.8273807,M
849,04092014841,1705 Prime Catering and Events,1705 E Millbrook RD ,,RALEIGH,NC,27609,(919) 850-2340,2007-04-05T00:00:00.000Z,Restaurant,6118,-78.60608423,35.85065239,M
850,04092016957,STARBUCKS- TALLEY,2610 CATES AVE ,,RALEIGH,NC,27695,(919) 513-2013,2015-06-12T00:00:00.000Z,Restaurant,6149,-78.67872874,35.78448278,M
852,04092040244,PNC 306 PUSHCART (WCID #165),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300 ext. 5,2010-09-21T00:00:00.000Z,Pushcarts,6160,-78.7229363,35.8032419,M
853,04092016188,BURGER KING #6063,1299 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 552-1045,2012-05-31T00:00:00.000Z,Restaurant,6168,-78.77869475,35.59221744,M
854,04092016194,WEST PARK TAVERN,2734 NC HWY 55 ,,CARY,NC,27519,(919) 303-9300,2012-05-21T00:00:00.000Z,Restaurant,6169,-78.87016558,35.78474547,M
855,04092014859,Kome Asian Cuisine,4551-130 New Bern AVE ,,RALEIGH,NC,27610,(919) 212-6666,2007-05-01T00:00:00.000Z,Restaurant,6189,-78.5598231,35.79841645,M
856,04092015353,HIBACHI JAPAN #2,4001 WAKE FOREST  RD ,,RALEIGH,NC,27609,(919) 878-8880,2009-03-09T00:00:00.000Z,Restaurant,6191,-78.61511172,35.8362139,M
857,04092015368,HOLIDAY INN EXPRESS,11400  COMMON OAKS DR ,,RALEIGH,NC,27614,(919) 570-5550,2009-04-07T00:00:00.000Z,Restaurant,6193,-78.54091064,35.95134484,M
858,04092015383,WHITE OAK STADIUM 14,1205 Timber DR E,,GARNER,NC,27529,(919) 779-7499,2009-04-17T00:00:00.000Z,Restaurant,6194,-78.57456476,35.68908515,M
859,04092021450,Little Caesars Pizza #1522-0001,3325-101 Rogers RD ,,WAKE FOREST,NC,27587,(919) 453-1520,2007-05-15T00:00:00.000Z,Food Stand,6197,-78.51412541,35.95025455,M
860,04092011677,Residence Inn Foodservice,1000 NAVAHO DR ,,RALEIGH,NC,27609-7311,(919) 878-6100,1995-04-28T00:00:00.000Z,Restaurant,6216,-78.62401365,35.82750879,M
861,04092015289,BRIO TUSCAN GRILLE,4325 GLENWOOD AVE ,STE 5000,RALEIGH,NC,27512,(919) 881-2048,2008-11-18T00:00:00.000Z,Restaurant,6224,-78.68184484,35.84183815,T
862,04092016857,BREW N QUE,1222 N.W. MAYNARD ROAD,,CARY,NC,27513,(919) 601-2430,2015-01-16T00:00:00.000Z,Restaurant,6232,-78.80932512,35.7848684,M
863,04092016597,WINE AUTHORITIES,211 E FRANKLIN ST ,,RALEIGH,NC,27604,(919) 831-9463,2013-12-31T00:00:00.000Z,Restaurant,6243,-78.63482408,35.79035401,M
864,04092141801,Rolesville High School Indoor Concessions,1099 E Young St ,,ROLESVILLE,NC,27571,(919) 554-6303,2018-02-06T00:00:00.000Z,Limited Food Service,6245,-78.44139974,35.90590582,M
865,04092016886,METLIFE CARY CAFE,201 METLIFE WAY ,,CARY,NC,27513,(919) 538-7017,2015-02-23T00:00:00.000Z,Restaurant,6249,-78.79975563,35.83005176,M
866,04092020680,Triangle Catering,1818 St. Albans DR ,Suite 104,RALEIGH,NC,27609-2514,(919) 873-9500,1995-09-08T00:00:00.000Z,Food Stand,6257,-78.60721515,35.83352408,M
867,04092015713,WING STOP # 527,1721-112 NEW HOPE CHURCH RD ,,RALEIGH,NC,27609,(919) 872-8856,2010-09-13T00:00:00.000Z,Restaurant,6269,-78.61222144,35.83674654,M
870,04092015321,SUBWAY #12460,706 W PEACE ST ,,RALEIGH,NC,27605,(919) 834-0605,2009-01-12T00:00:00.000Z,Restaurant,6294,-78.64931864,35.78886208,M
868,04092016220,ANOTHER BROKEN EGG,1211 MARKET CENTER  DR ,,MORRISVILLE,NC,27560,(919) 465-1079,2012-07-05T00:00:00.000Z,Restaurant,6276,-78.81477941,35.8080269,M
869,04092016964,SUBWAY #42484,3429 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 762-0521,2015-06-18T00:00:00.000Z,Restaurant,6279,-78.72584265,35.62514941,M
871,04092015051,Taza Grill #2,10940 Raven Ridge  RD ,,RALEIGH,NC,27614,(919) 845-7772,2008-01-25T00:00:00.000Z,Restaurant,6314,-78.59009973,35.90790792,M
872,04092021830,STARBUCKS AT HARRIS TEETER #319,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-3048,2015-02-13T00:00:00.000Z,Food Stand,6316,-78.67971393,35.85737247,M
873,04092016889,Fresca Cafe' and Gelato,302  Colonades Way ,,CARY,NC,27518,(919) 851-8171,2015-04-02T00:00:00.000Z,Restaurant,6317,-78.77756307,35.73853619,M
874,04092110462,East Garner Elementary Lunchroom,5545 Jones Sausage RD ,,GARNER,NC,27529,(919) 773-7403,2007-04-18T00:00:00.000Z,Public School Lunchrooms,6323,-78.58680344,35.70849317,M
875,04092014866,Hope Community Church,821 Buck Jones RD ,,RALEIGH,NC,27606,(919) 532-0620,2007-05-10T00:00:00.000Z,Restaurant,6324,-78.73723242,35.77077091,M
876,04092016216,ASUKA,2101 S MAIN ST ,STE 104,WAKE FOREST,NC,27587,(919) 570-2828,2012-07-09T00:00:00.000Z,Restaurant,6327,-78.53310077,35.94802112,M
877,04092016978,THE BURGER SHOP,203 WAIT AVE ,,WAKE FOREST,NC,27587,(919) 562-2333,2015-07-07T00:00:00.000Z,Restaurant,6330,-78.50924596,35.9788861,M
878,04092021532,The Fresh Market Deli,6325 Falls of Neuse  RD ,,RALEIGH,NC,27615,(919) 872-8501,2008-04-25T00:00:00.000Z,Food Stand,6334,-78.62251606,35.86922852,M
879,04092015436,KFC/TACO BELL #118,7108  GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 557-3801,2009-07-17T00:00:00.000Z,Restaurant,6335,-78.83081103,35.63579652,M
880,04092012305,OUTBACK STEAKHOUSE #3459,3105 CAPITAL BLVD ,,RALEIGH,NC,27604-3335,(919) 790-0990,1998-09-24T00:00:00.000Z,Restaurant,6347,-78.59044451,35.82314532,M
881,04092016983,BAR LOUIE,8401 BRIER CREEK PKY ,,RALEIGH,NC,27616,(919) 908-2530,2015-07-24T00:00:00.000Z,Restaurant,6350,-78.78506033,35.90721818,M
882,04092014949,Hardee`s #1219,607 W Gannon AVE ,,ZEBULON,NC,27597,(919) 269-7810,2007-09-14T00:00:00.000Z,Restaurant,6353,-78.32913242,35.8198763,M
883,04092021619,LITTLE CAESARS #1908-0013,100 WAKELON ST ,STE 100,ZEBULON,NC,27597,(919) 269-7211,2010-07-09T00:00:00.000Z,Food Stand,6358,-78.31858381,35.83228812,M
884,04092015266,THE FACTORY ICE HOUSE SNACK BAR,1839-200 S MAIN ST ,,WAKE FOREST,NC,27587,(919) 453-1500,2008-10-22T00:00:00.000Z,Restaurant,6359,-78.52816059,35.95204501,M
885,04092017053,"CHILI'S GRILL &amp; BAR #1566",111 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 557-7841,2015-10-09T00:00:00.000Z,Restaurant,6361,-78.84935077,35.65965931,M
886,04092017088,BAHAMA BREEZE RESTAURANT,3309 WAKE FOREST RD ,,RALEIGH,NC,27609,(919) 872-6330,2015-11-18T00:00:00.000Z,Restaurant,6363,-78.6204818,35.82856036,M
887,04092021921,FOOD LION #1573 PRODUCE,3926 WESTERN BLVD ,,RALEIGH,NC,27607,(919) 664-8059,2015-12-15T00:00:00.000Z,Food Stand,6366,-78.69252351,35.78576144,M
891,04092017332,OFF THE HOOK SEAFOOD RESTAURANT,308 SOUTHTOWN CIR ,,ROLESVILLE,NC,27571,(919) 263-1868,2016-09-27T00:00:00.000Z,Restaurant,6381,-78.47039569,35.91648377,M
888,04092017335,NEW CHINA CHEF,1769 W WILLIAMS ST ,,APEX,NC,27523-9315,(919) 363-8885,2016-10-04T00:00:00.000Z,Restaurant,6368,-78.87770701,35.75964934,M
889,04092016331,SUBWAY #55675,234 FAYETTEVILLE  ST ,,RALEIGH,NC,27601,(919) 615-2670,2012-12-21T00:00:00.000Z,Restaurant,6376,-78.63956988,35.77712711,M
890,04092016212,"ABBEY ROAD TAVERN &amp; GRILL",1195 W CHATHAM ST ,,CARY,NC,27513,(919) 481-4434,2012-07-16T00:00:00.000Z,Restaurant,6379,-78.80690314,35.77079471,M
892,04092017601,WINGATE BY WYNDHAM,6115 CORPORATE RIDGE RD ,,RALEIGH,NC,27607,(919) 809-8660,2017-05-03T00:00:00.000Z,Restaurant,6384,-78.74356043,35.78961443,M
893,04092014606,Subway,2820 Brentwood RD ,,RALEIGH,NC,27604,(919) 790-3555,2006-06-06T00:00:00.000Z,Restaurant,6387,-78.59615202,35.81727946,M
894,04092014615,DQ Grill and Chill #41609,5260 New Bern AVE ,,RALEIGH,NC,27610,(919) 757-5617,2006-05-18T00:00:00.000Z,Restaurant,6390,-78.54750981,35.79264454,M
895,04092016185,"CAMERON BAR &amp; GRILL",2018 CLARK AVE ,,RALEIGH,NC,27605,(919) 755-2231,2012-05-02T00:00:00.000Z,Restaurant,6392,-78.66025735,35.7899673,M
896,04092016860,CHICK-N-QUE,420 S. MAIN ST.,,ROLESVILLE,NC,27571,,2015-01-05T00:00:00.000Z,Restaurant,6396,-78.46806696,35.91732118,M
897,04092021832,HARRIS TEETER #319 DELI,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-3048,2015-02-13T00:00:00.000Z,Food Stand,6398,-78.67971393,35.85737247,M
898,04092015369,BACKYARD BISTRO,1235 HURRICANE ALLEY WAY ,,RALEIGH,NC,27607,(919) 851-6203,2009-04-09T00:00:00.000Z,Restaurant,6401,-78.72554709,35.79896665,M
899,04092016215,BRINE,4400 Capital BLVD ,,RALEIGH,NC,27604-4315,(919) 876-2211,2012-07-02T00:00:00.000Z,Restaurant,6404,-78.57841751,35.84283414,M
900,04092016100,SLICE OF N. Y. PIZZA,1016  Shoppes at Midway ,STE H,KNIGHTDALE,NC,27545,(919) 261-9478,2012-02-06T00:00:00.000Z,Restaurant,6409,-78.50727783,35.79843154,M
901,04092016123,PANERA BREAD #1644,4421 SIX FORKS RD,STE 119,RALEIGH,NC,27609-5771,(919) 781-1112,2012-03-27T00:00:00.000Z,Restaurant,6413,-78.64349885,35.84017418,M
902,04092015927,Relish Craft Kitchen and Bourbon Bar,5625 CREEDMOOR RD ,,RALEIGH,NC,27612,(919) 787-1855,2011-03-31T00:00:00.000Z,Restaurant,6416,-78.68200551,35.85879117,M
903,04092040294,CAROLINA CLASSIC HOT DOGS (WCID #467),WILLIAMS ST ,"SALEM ST &amp; HWY 55",APEX,NC,27523,,2013-06-05T00:00:00.000Z,Pushcarts,6417,0,0,U
904,04092110498,ROLESVILLE HIGH SCHOOL CAFETERIA,1099 E YOUNG ST ,,ROLESVILLE,NC,27571,,2013-06-14T00:00:00.000Z,Public School Lunchrooms,6418,-78.44139974,35.90590582,M
905,04092016942,DUNKIN DONUTS BASKIN ROBBINS #342104,2740 NC HWY 55 ,STE 100,CARY,NC,27519,(919) 303-4334,2015-06-29T00:00:00.000Z,Restaurant,6423,-78.87055208,35.78544621,M
906,04092015696,GOLDEN CORRAL #935,6129 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 782-4880,2010-08-09T00:00:00.000Z,Restaurant,6429,-78.70308379,35.85557031,M
907,04092021707,Carlie C's IGA #820 Seafood,1514 GARNER STATION  BLVD ,,RALEIGH,NC,27603,(919) 329-0970,2012-06-01T00:00:00.000Z,Food Stand,6430,-78.65475896,35.72582345,M
911,04092015826,Tuscan Blu,327 W. DAVIE ST ,STE 108,RALEIGH,NC,27601,(919) 834-5707,2010-11-19T00:00:00.000Z,Restaurant,6461,-78.64497473,35.7752364,M
908,04092021342,Harris Teeter #118 Deli,5277 Sunset Lake RD ,,HOLLY SPRINGS,NC,27540,(919) 363-3059,2005-08-15T00:00:00.000Z,Food Stand,6446,-78.79654321,35.66684153,M
909,04092015464,POLAR ICE HOUSE,1410 BUCK JONES RD ,,RALEIGH,NC,27606,(919) 460-2756,2009-09-11T00:00:00.000Z,Restaurant,6454,-78.74547814,35.76540092,M
910,04092021585,HARRIS TEETER #331 DELI/BAKERY,3430 TEN TEN RD ,,CARY,NC,27518,(919) 387-8272,2009-09-24T00:00:00.000Z,Food Stand,6455,-78.79278417,35.70189107,M
912,04092015836,TIJUANA FLATS #155,151 SE CARY  PKY ,,RALEIGH,NC,27511,,2010-12-01T00:00:00.000Z,Restaurant,6463,-78.78164258,35.75804335,M
913,04092016971,MCDONALDS #11523,1805 N HARRISON AVE,,CARY,NC,27513-3902,,2015-07-14T00:00:00.000Z,Restaurant,6464,-78.76916111,35.82979305,M
914,04092015821,LIN`S GARDEN,1318 S MAIN ST ,Ste. 116,WAKE FOREST,NC,27587,(919) 556-8066,2010-11-16T00:00:00.000Z,Restaurant,6485,-78.51926224,35.96093216,M
915,04092016539,BROOKLYN BOYS PIZZERIA,1260 NW Maynard RD ,,CARY,NC,27513,(919) 319-3232,2013-11-07T00:00:00.000Z,Restaurant,6490,-78.80932512,35.7848684,M
916,04092016549,MAMMA  MIA ITALIAN BISTRO,708 LAURA DUNCAN  RD ,,APEX,NC,27502,(919) 363-2228,2013-11-25T00:00:00.000Z,Restaurant,6491,-78.84201223,35.73509961,M
917,04092016745,McDonald's #27549,8011 Brier Creek Pky,,RALEIGH,NC,27617,(919) 806-1114,2014-08-29T00:00:00.000Z,Restaurant,6498,-78.78220302,35.91038894,M
918,04092022033,Pizza Hut #9203,8111-167 Creedmoor RD ,,RALEIGH,NC,27612,(919) 848-9890,2017-09-07T00:00:00.000Z,Food Stand,6515,-78.68081035,35.89754797,M
919,04092015489,MCDONALDS #33287,3151  APEX PEAKWAY ,,APEX,NC,27502,(919) 290-2592,2009-10-13T00:00:00.000Z,Restaurant,6524,0,0,U
920,04092021755,CARLIE C'S DELI,4111 NEW BERN  AVE ,,RALEIGH,NC,27610,(919) 250-7876,2013-07-29T00:00:00.000Z,Food Stand,6528,-78.56526592,35.80114227,M
921,04092012307,Starbucks,3101 EDWARDS MILL RD ,,RALEIGH,NC,27612-5303,(919) 789-4922,1998-08-07T00:00:00.000Z,Restaurant,6530,-78.70695572,35.82544379,M
922,04092015773,BEASLEY'S/CHUCK'S/FOX,237  S WILMINGTON ST ,,RALEIGH,NC,27601,(919) 322-0129,2011-07-20T00:00:00.000Z,Restaurant,6543,-78.63804141,35.77705691,M
923,04092016743,McDonald's #34347,9698 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 845-5502,2014-08-28T00:00:00.000Z,Restaurant,6550,-78.60134346,35.90639988,M
924,04092016754,SUBWAY #1120,3639 NEW BERN AVE ,,RALEIGH,NC,27610-1232,(919) 250-9393,2014-09-05T00:00:00.000Z,Restaurant,6551,-78.57923704,35.79885313,M
925,04092015703,Buffalo Brothers,4025-100 Lake Boone  Trail,,RALEIGH,NC,27607,(919) 782-4949,2010-08-23T00:00:00.000Z,Restaurant,6558,-78.69718015,35.81549931,M
926,04092021831,"HARRIS TEETER #319 MEAT &amp; SEAFOOD",2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-3048,2015-02-13T00:00:00.000Z,Food Stand,6561,-78.67971393,35.85737247,M
927,04092013025,Wake Med Cary Hospital Food Service,1900 KILDAIRE FARM RD ,,CARY,NC,27511-6616,(919) 350-2323,1999-11-04T00:00:00.000Z,Restaurant,6564,-78.78171775,35.74074656,M
928,04092016244,PARADISE INDIA CUISINE,10255 CHAPEL HILL RD ,STE 400,MORRISVILLE,NC,27560,(919) 481-6881,2012-09-12T00:00:00.000Z,Restaurant,6572,-78.82788003,35.83012574,M
932,04092014995,First Citizens Bank Kitchen,4300 Six Forks RD ,,RALEIGH,NC,27619,(919) 716-8497,2007-10-25T00:00:00.000Z,Restaurant,6592,-78.64107203,35.83913698,M
929,04092017525,MAMA JEE,105 FRIENDLY DR ,SUITE 101,RALEIGH,NC,27607,(919) 307-8403,2017-02-17T00:00:00.000Z,Restaurant,6578,-78.67588834,35.78901506,M
930,04092017524,"RUDINO'S PIZZA &amp; GRINDERS HERITAGE",1000 FORESTVILLE RD.,SUITE 124,WAKE FOREST,NC,27587,(919) 569-6004,2017-02-16T00:00:00.000Z,Restaurant,6579,-78.5075981,35.94611021,M
931,04092014863,Life Cafe,1700 Regency PKY ,,CARY,NC,27511,(919) 460-8340,2007-05-09T00:00:00.000Z,Restaurant,6580,-78.78729265,35.73332654,M
933,04092015443,MoonRunners Saloon,1506 US 70 HWY W ,,GARNER,NC,27529,(919) 662-5119,2009-08-12T00:00:00.000Z,Restaurant,6595,-78.6462377,35.72377782,M
934,04092016009,STARBUCKS #16019,9441 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 845-4566,2011-09-23T00:00:00.000Z,Restaurant,6606,-78.65442873,35.90093926,M
935,04092021689,JAMAICA JERK MASTERS,1909 POOLE RD ,,RALEIGH,NC,27610,(919) 231-7697,2011-09-26T00:00:00.000Z,Food Stand,6607,-78.61095414,35.77715441,M
936,04092016479,THE OVAL,1910 ENTREPRENUUR ,,RALEIGH,NC,27695,(919) 513-7602,2013-08-02T00:00:00.000Z,Restaurant,6609,-78.67386461,35.77009309,M
937,04092017232,TAZZA KITCHEN - SCV,600 LEDGESTONE WAY ,,CARY,NC,27519,(919) 651-8281,2016-05-10T00:00:00.000Z,Restaurant,6627,-78.84859346,35.79156535,M
938,04092017241,TACOS ESTILO HIDALGO,748 E CHATHAM ST ,STE B,CARY,NC,27511,(919) 465-1435,2016-06-15T00:00:00.000Z,Restaurant,6628,-78.76514155,35.79157241,M
939,04092016508,PETRA  GRILL,6091 CAPITAL BLVD ,,RALEIGH,NC,27616,(984) 200-2009,2013-09-13T00:00:00.000Z,Restaurant,6642,-78.58309511,35.86882022,M
940,04092021758,TALLEY STUDENT UNION MAIN KITCHEN,2610 CATES AVE ,,RALEIGH,NC,27695,(919) 515-3022,2013-10-04T00:00:00.000Z,Food Stand,6644,-78.67872874,35.78448278,M
941,04092016883,"HAMPTON INN &amp; SUITES",3621 SPRING FOREST ROAD,,RALEIGH,NC,27616,(919) 872-7111,2015-03-06T00:00:00.000Z,Restaurant,6649,-78.57895585,35.85595204,M
942,04092021439,Sea Depot Seafood Market,750-G E Chatham ST ,,CARY,NC,27511,(919) 469-8889,2007-03-12T00:00:00.000Z,Food Stand,6652,-78.76489683,35.79185661,M
